year,province,city,prov_code,city_code,region,hu_line,gdp,gdp_per_capita,gdp_growth,retail_sales,fixed_asset_inv,real_estate_inv,pop_hukou,pop_urban_hukou,pop_avg,employees,emp_secondary,emp_tertiary,fiscal_revenue,fiscal_exp,edu_exp,sci_exp,secondary_share,tertiary_share,industrial_firms,industrial_profit,fdi,exports,bank_deposits,bank_loans,uni_students,uni_students_per10k,highway_passenger,mobile_users,internet_users,so2_emission,wastewater,sewage_treatment_rate,pm25,lccp_treat,lccp_batch,lccp_first_year,sponge_treat,sponge_batch,sponge_first_year,cbec_treat,cbec_batch,cbec_first_year,ltci_treat,ltci_batch,ltci_first_year,smart_treat,smart_batch,smart_first_year
2014,甘肃省,金昌市,620000,620300,西部,西北侧,2561027.0,54565.0,7.8,699887.0,2471611.0,97679.0,47.0,,46.9,11.0,8.25,2.82,179917.0,503214.0,54967.0,3244.0,66.17,27.13,71.0,42839.0,,,2977783.0,2238381.0,2943.0,62.0,1406.0,48.0,80000.0,104327.0,2180.0,,,1,2,2012,0,0,0,0,0,0,0,0,0,1,1,2013
2015,甘肃省,金昌市,620000,620300,西部,西北侧,2245163.0,47739.0,3.2,760077.0,2485887.0,190636.0,45.69,,47.03,11.0,7.73,3.19,184743.0,521734.0,71390.0,2031.0,58.21,33.78,89.0,-538246.0,,,3245880.0,3343966.0,3304.0,72.0,779.0,51.0,90000.0,101975.0,2027.0,,,1,2,2012,0,0,0,0,0,0,0,0,0,1,1,2013
2016,甘肃省,金昌市,620000,620300,西部,西北侧,2078152.0,44202.0,6.4,829244.0,2291132.0,232169.0,46.0,,46.0,10.0,6.77,3.19,207479.0,574615.0,74631.0,1475.0,50.11,39.92,90.0,-127640.0,,,3277965.0,3562876.0,3318.0,,440.0,48.0,120000.0,18223.0,1553.0,,,1,2,2012,0,0,0,0,0,0,0,0,0,1,1,2013
2017,甘肃省,金昌市,620000,620300,西部,西北侧,2214939.0,47177.0,7.65,890608.0,,174848.0,46.0,,47.0,10.0,6.38,3.23,222173.0,596972.0,80287.0,1802.0,52.29,39.115,94.0,142140.0,,,3448354.0,3280934.0,2953.0,,459.0,63.0,150000.0,36835.0,1550.0,,24.0,1,2,2012,0,0,0,0,0,0,0,0,0,1,1,2013
2018,甘肃省,金昌市,620000,620300,西部,西北侧,2642405.0,56353.0,8.9,950950.0,,78106.0,45.0,,47.0,10.0,6.52,3.01,230794.0,627625.0,82430.0,2681.0,54.47,38.31,103.0,329033.0,,100280.0,3686023.0,3410649.0,3058.0,,167.0,68.0,180000.0,40474.0,1548.0,,27.0,1,2,2012,0,0,0,0,0,0,0,0,0,1,1,2013
2019,甘肃省,金昌市,620000,620300,西部,西北侧,3400000.0,73390.0,9.7,1019802.0,,89910.0,45.0,,45.0,9.0,4.94,3.9,208276.0,663076.0,90606.0,3164.0,64.68,28.33,91.0,327192.0,,53348.0,4136585.0,3083487.0,4045.0,,184.0,58.0,190000.0,37635.0,1548.0,,22.0,1,2,2012,0,0,0,0,0,0,0,0,0,1,1,2013
2020,甘肃省,金昌市,620000,620300,西部,西北侧,3580000.0,81643.0,8.7,1006238.0,,,45.0,,,9.0,,,224660.0,609632.0,89254.0,7011.0,63.42,28.47,102.0,388970.0,,1277000.0,4531414.0,3070905.0,5211.0,,151.0,56.0,190000.0,8911.0,,,20.0,1,2,2012,0,0,0,0,0,0,0,0,0,1,1,2013
2021,甘肃省,金昌市,620000,620300,西部,西北侧,4290000.0,98205.0,8.0,1115627.0,,,45.0,27.0,,9.0,,,269846.0,572222.0,92408.0,8553.0,66.43,25.64,116.0,775751.0,,45043.0,4993242.0,3641571.0,6095.0,,82.0,54.0,190000.0,9182.0,,,18.0,1,2,2012,0,0,0,0,0,0,0,0,0,1,1,2013
2022,甘肃省,金昌市,620000,620300,西部,西北侧,5230000.0,120161.0,13.5,1045651.0,,,44.0,27.0,,9.0,,,287152.0,770825.0,109163.0,10560.0,71.06,22.83,125.0,1115112.0,,2241470.0,5847941.0,4757970.0,7167.0,,108.0,55.0,,4020.0,,,20.0,1,2,2012,0,0,0,0,0,0,0,0,0,1,1,2013
2023,甘肃省,金昌市,620000,620300,西部,西北侧,5680000.0,131056.0,11.5,1119924.0,,,,,,,,,310148.0,856228.0,108120.0,9174.0,71.07,22.78,,1151277.0,,117972.0,6437675.0,5561103.0,8489.0,,,66.0,,4543.0,,,20.0,1,2,2012,0,0,0,0,0,0,0,0,0,1,1,2013
1990,甘肃省,白银市,620000,620400,西部,西北侧,155300.0,1093.0,,58755.0,84588.0,,144.56,,142.07,,17.88,9.78,15079.0,18823.0,,,61.172,16.484,,,,,,,,,440.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
1991,甘肃省,白银市,620000,620400,西部,西北侧,177700.0,1219.0,,64348.0,104718.0,,146.95,,145.75,,18.1,10.27,16151.0,19917.0,,,64.491,16.151,,,,,,,,,513.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
1992,甘肃省,白银市,620000,620400,西部,西北侧,214347.0,1585.0,,74676.0,97950.0,,149.82,,148.42,,18.72,10.67,17604.0,20620.0,3685.0,,61.201,17.909,,,,,,,,,523.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
1993,甘肃省,白银市,620000,620400,西部,西北侧,264160.0,1951.0,,80579.0,119881.0,,152.71,,151.1,,19.35,11.07,24845.0,26557.0,4356.0,,57.912,19.668,,,,,,,,,533.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
1994,甘肃省,白银市,620000,620400,西部,西北侧,370791.0,2317.0,,102334.0,135417.0,,157.16,,153.77,78.0,19.97,11.47,26054.0,32048.0,6712.0,,54.623,21.426,,,,,,,,,543.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
1995,甘肃省,白银市,620000,620400,西部,西北侧,487846.0,2684.0,10.2,123242.0,212732.0,6550.0,160.94,,156.45,78.0,20.79,11.46,27263.0,37538.0,9067.0,,55.4,20.7,,,44.0,,,,,,553.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
1996,甘肃省,白银市,620000,620400,西部,西北侧,550873.0,3050.0,11.6,148098.0,231462.0,4688.0,164.01,,159.12,80.0,18.52,14.77,28472.0,43028.0,11423.0,,56.9,23.6,,,34.0,,,,,,563.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
1997,甘肃省,白银市,620000,620400,西部,西北侧,590030.0,3416.0,10.59,168859.0,217105.0,5021.0,166.2,,161.79,80.0,17.49,15.27,29682.0,48519.0,13778.0,,54.73,26.1,,,26.0,,,,,,573.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
1998,甘肃省,白银市,620000,620400,西部,西北侧,652408.0,3782.0,10.5,186441.0,158110.0,5000.0,168.76,,164.47,17.0,10.82,5.88,30891.0,54010.0,16134.0,,52.7,28.6,,,19.0,,,,,,579.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
1999,甘肃省,白银市,620000,620400,西部,西北侧,718506.0,4148.0,8.6,203198.0,173599.0,4068.0,171.12,,167.14,17.0,10.67,5.93,32100.0,59500.0,18490.0,,51.2,31.4,75.0,,108.0,,,,,,590.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2000,甘肃省,白银市,620000,620400,西部,西北侧,770319.0,4514.0,9.2,225400.0,189663.0,3426.0,172.09,,169.82,17.0,10.09,6.38,32700.0,71500.0,20845.0,,51.8,32.3,75.0,,198.0,,,,0.0,,1012.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2001,甘肃省,白银市,620000,620400,西部,西北侧,841841.0,4881.0,10.2,248188.0,210582.0,4775.0,172.89,,172.49,17.0,9.92,6.42,35700.0,95600.0,23201.0,,51.1,33.38,67.0,,608.0,,,,0.0,,1110.0,7.0,11357.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2002,甘肃省,白银市,620000,620400,西部,西北侧,951751.0,5468.0,11.2,273710.0,316568.0,7198.0,173.44,,173.28,15.0,8.51,6.32,36600.0,110500.0,25556.0,,52.16,33.38,90.0,,51.0,,,,0.0,,1150.0,9.0,22776.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2003,甘肃省,白银市,620000,620400,西部,西北侧,1053445.0,6028.0,11.3,302592.0,420044.0,12858.0,173.64,,174.07,16.0,8.93,6.4,36624.0,126921.0,27912.0,173.0,52.68,33.42,90.0,,123.0,,998922.0,927376.0,0.0,,1186.0,13.0,23904.0,121320.0,1826.0,25.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2004,甘肃省,白银市,620000,620400,西部,西北侧,1263304.0,7223.0,13.14,338636.0,546325.0,23779.0,174.58,,174.86,16.0,9.15,6.53,42509.0,138494.0,30097.0,199.0,54.99,30.09,107.0,,56.0,,1189498.0,919577.0,167.0,,1293.0,22.0,30923.0,143920.0,1730.0,24.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2005,甘肃省,白银市,620000,620400,西部,西北侧,1465368.0,8395.0,12.9,405405.0,659574.0,27031.0,174.57,,175.65,17.0,9.67,6.58,47052.0,176736.0,36308.0,156.0,50.52,35.13,130.0,39856.0,100.0,,1441123.0,799516.0,334.0,,1413.0,29.0,27600.0,142195.0,1950.0,24.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2006,甘肃省,白银市,620000,620400,西部,西北侧,1757102.0,10066.0,12.5,458119.0,762318.0,31208.0,174.54,,176.44,16.0,8.89,6.97,55947.0,228630.0,52702.0,333.0,54.25,33.27,130.0,54720.0,168.0,,1682315.0,810037.0,501.0,,1498.0,38.0,32954.0,138401.0,1865.0,24.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2007,甘肃省,白银市,620000,620400,西部,西北侧,2075226.0,11868.0,12.69,532431.0,909635.0,42718.0,176.34,,177.23,16.0,8.11,6.97,70393.0,320246.0,86125.0,2164.0,55.57,31.56,161.0,134328.0,749.0,,1902505.0,848394.0,668.0,,1588.0,49.0,41090.0,135685.0,1244.0,39.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2008,甘肃省,白银市,620000,620400,西部,西北侧,2442835.0,13954.0,12.29,629393.0,1110954.0,62796.0,178.06,,178.02,15.0,7.21,6.89,85059.0,428333.0,110790.0,2815.0,56.4,31.2,177.0,134200.0,1331.0,,2693743.0,956244.0,835.0,,1667.0,63.0,54360.0,119510.0,1767.0,39.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2009,甘肃省,白银市,620000,620400,西部,西北侧,2653311.0,15125.0,11.11,742658.0,1482830.0,68368.0,179.55,,178.81,15.0,7.27,7.38,99240.0,589799.0,131843.0,3001.0,55.26,32.35,192.0,56599.0,1912.0,,3127972.0,1389411.0,1002.0,,1750.0,88.0,62775.0,114199.0,1956.0,36.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2010,甘肃省,白银市,620000,620400,西部,西北侧,3111826.0,17680.0,13.9,859729.0,1891123.0,117517.0,180.39,,179.97,15.0,7.29,7.59,118411.0,721316.0,153671.0,2959.0,54.99,32.91,180.0,143280.0,2494.0,,3484434.0,1866421.0,1169.0,,1821.0,85.0,75468.0,110014.0,1463.0,52.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2011,甘肃省,白银市,620000,620400,西部,西北侧,3758008.0,20660.0,13.63,1019404.0,2213745.0,152188.0,179.4,,179.9,15.0,7.34,7.88,171166.0,844129.0,169359.0,5283.0,57.43,31.39,145.0,246838.0,3075.0,,3934228.0,2252614.0,1336.0,7.0,4790.0,120.0,93400.0,119912.0,1439.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2012,甘肃省,白银市,620000,620400,西部,西北侧,4337651.0,25274.0,14.68,1182509.0,3208842.0,198664.0,175.7,,177.6,15.0,6.92,8.0,240912.0,1128420.0,232863.0,6677.0,57.31,31.49,165.0,217038.0,240.0,,4664450.0,2790144.0,2935.0,17.0,4900.0,148.0,111700.0,106941.0,1046.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2013,甘肃省,白银市,620000,620400,西部,西北侧,4633061.0,26175.0,6.81,1357520.0,3520177.0,228192.0,177.0,,176.4,19.0,9.51,9.15,241102.0,1177355.0,220173.0,6628.0,54.63,33.86,179.0,160407.0,981.0,,5242856.0,3296609.0,2192.0,395.0,7180.0,146.0,130000.0,102226.0,613.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2014,甘肃省,白银市,620000,620400,西部,西北侧,4476423.0,26174.0,8.8,1523545.0,4284437.0,270092.0,177.9,,177.5,18.0,8.79,9.06,259975.0,1149439.0,221287.0,8301.0,50.4,36.97,150.0,57649.0,1723.0,,5789735.0,4073075.0,2641.0,15.0,4941.0,158.0,160000.0,98142.0,565.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2015,甘肃省,白银市,620000,620400,西部,西北侧,4342749.0,25410.0,6.8,1776490.0,4744632.0,299381.0,180.76,,179.33,18.0,8.5,9.18,254908.0,1308566.0,260036.0,6358.0,44.73,41.68,168.0,-20785.0,2464.0,,6320441.0,5119192.0,3015.0,17.0,1974.0,156.0,180000.0,91141.0,569.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2016,甘肃省,白银市,620000,620400,西部,西北侧,4422085.0,25813.0,7.4,1936374.0,5283819.0,274813.0,182.0,,182.0,16.0,7.13,8.71,287191.0,1607503.0,291248.0,8729.0,40.28,45.71,159.0,-7337.0,3205.0,,6832353.0,5823952.0,3678.0,,2007.0,160.0,230000.0,37245.0,398.0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2017,甘肃省,白银市,620000,620400,西部,西北侧,4505206.0,26150.0,6.75,2071921.0,,291679.0,182.0,,182.0,17.0,7.42,9.25,299441.0,1601737.0,295842.0,7686.0,41.025,45.2,137.0,174740.0,3947.0,,7017989.0,6271153.0,3763.0,,1825.0,158.0,340000.0,10200.0,373.0,,33.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2018,甘肃省,白银市,620000,620400,西部,西北侧,5115968.0,29542.0,6.1,2195125.0,,310518.0,182.0,,182.0,16.0,6.8,8.62,310732.0,1622584.0,313578.0,6239.0,41.77,44.69,130.0,20042.0,4688.0,61900.0,7382999.0,6551286.0,4113.0,,1856.0,169.0,450000.0,10429.0,441.0,,34.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2019,甘肃省,白银市,620000,620400,西部,西北侧,4860000.0,27990.0,6.2,1629000.0,,488610.0,181.0,,181.0,16.0,6.24,9.32,311220.0,1902167.0,350849.0,7074.0,37.2,44.97,163.0,126914.0,,59721.0,8037455.0,6704888.0,4940.0,,1865.0,171.0,490000.0,9933.0,658.0,,27.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2020,甘肃省,白银市,620000,620400,西部,西北侧,4970000.0,32700.0,2.8,1652784.0,,,180.5,,,16.0,,,333783.0,2017823.0,373280.0,11067.0,34.25,45.53,169.0,61547.0,,59000.0,8966939.0,7424486.0,6248.0,,1134.0,169.0,560000.0,5144.0,,,27.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2021,甘肃省,白银市,620000,620400,西部,西北侧,5710000.0,37919.0,8.4,2019300.0,,,180.0,75.0,,16.0,,,381789.0,2075769.0,393202.0,9889.0,38.18,43.61,199.0,57583.0,,59582.0,9891808.0,7677760.0,7120.0,,332.0,167.0,630000.0,5471.0,,,23.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2022,甘肃省,白银市,620000,620400,西部,西北侧,6360000.0,42297.0,5.6,1974993.0,,,180.0,75.0,,15.0,,,325255.0,2138835.0,380504.0,13490.0,39.54,42.14,231.0,163529.0,,40300.0,11111489.0,8201570.0,8585.0,,142.0,171.0,,5673.0,,,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
2023,甘肃省,白银市,620000,620400,西部,西北侧,6720000.0,44967.0,7.0,2067416.0,,,,,,,,,385179.0,2180933.0,411744.0,25295.0,39.33,42.11,,231319.0,,68914.0,12007805.0,9704293.0,14024.0,,,162.0,,5773.0,,,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013
1990,甘肃省,天水市,620000,620500,西部,西北侧,204000.0,706.0,,98422.0,20913.0,,292.29,,288.9,,15.5,15.6,24816.0,32899.0,,,36.225,25.245,,,,,,,1596.0,,1798.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
1991,甘肃省,天水市,620000,620500,西部,西北侧,230300.0,783.0,,118679.0,28726.0,,296.21,,294.25,,16.4,15.0,29753.0,37785.0,,,39.818,24.837,,,,,,,1671.0,,685.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
1992,甘肃省,天水市,620000,620500,西部,西北侧,266954.0,962.0,,138926.0,33651.0,,300.41,,298.79,,19.48,18.99,28090.0,36525.0,7832.0,,40.438,26.66,,,,,,,1814.0,,702.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
1993,甘肃省,天水市,620000,620500,西部,西北侧,373528.0,1142.0,,142225.0,41129.0,,304.09,,303.33,,22.56,22.98,34622.0,42633.0,9195.0,,41.058,28.482,,,,,,,1957.0,,719.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
1994,甘肃省,天水市,620000,620500,西部,西北侧,457707.0,1321.0,,169846.0,60790.0,,308.06,,307.86,148.0,25.64,26.97,34235.0,50128.0,12510.0,,41.678,30.305,,,654.0,,,,2195.0,,736.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
1995,甘肃省,天水市,620000,620500,西部,西北侧,562107.0,1500.0,24.9,209667.0,73751.0,9685.0,312.55,,312.4,146.0,24.03,25.92,33848.0,57622.0,15824.0,,39.4,32.1,,,624.0,,,,2228.0,,752.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
1996,甘肃省,天水市,620000,620500,西部,西北侧,671198.0,1680.0,26.3,230027.0,71372.0,9816.0,319.84,,316.94,147.0,24.4,27.82,33461.0,65116.0,19138.0,,38.1,32.1,,,595.0,,,,2425.0,,769.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
1997,甘肃省,天水市,620000,620500,西部,西北侧,611520.0,1859.0,-4.18,225661.0,109162.0,13509.0,325.38,,321.48,149.0,24.78,29.71,33074.0,72611.0,22453.0,,45.6,39.22,,,651.0,,,,2780.0,,786.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
1998,甘肃省,天水市,620000,620500,西部,西北侧,722019.0,2038.0,22.1,242189.0,157530.0,21223.0,328.67,,326.02,20.0,8.42,10.32,32687.0,80106.0,25768.0,,41.4,35.7,,,434.0,,,,3030.0,,786.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
1999,甘肃省,天水市,620000,620500,西部,西北侧,736297.0,2218.0,-31.77,251213.0,194424.0,19446.0,332.75,,330.55,19.0,7.97,10.16,32300.0,87600.0,29082.0,,43.6,38.5,178.0,,217.0,,,,3330.0,,787.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2000,甘肃省,天水市,620000,620500,西部,西北侧,803094.0,2397.0,8.1,275500.0,268650.0,29157.0,336.93,,335.09,18.0,6.9,10.04,32900.0,101600.0,32396.0,,42.5,39.8,208.0,,0.0,,,,3109.0,,1047.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2001,甘肃省,天水市,620000,620500,西部,西北侧,875000.0,2576.0,10.05,305032.0,287287.0,24068.0,340.77,,339.63,18.0,6.67,10.02,35700.0,139400.0,35711.0,,41.37,39.77,222.0,,1800.0,,,,8912.0,,1119.0,8.0,3300.0,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2002,甘肃省,天水市,620000,620500,西部,西北侧,975060.0,2852.0,12.0,340056.0,236581.0,24689.0,343.2,,341.98,17.0,6.29,9.97,40200.0,188700.0,39026.0,,41.79,39.74,209.0,,31530.0,,,,14257.0,,1127.0,11.0,80000.0,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2003,甘肃省,天水市,620000,620500,西部,西北侧,1080145.0,3136.0,10.5,375398.0,376033.0,47155.0,345.64,,344.34,17.0,6.59,9.74,41877.0,206223.0,42340.0,243.0,40.44,41.61,210.0,,0.0,,1249300.0,797700.0,12644.0,,1201.0,24.0,25489.0,5867.0,698.0,20.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2004,甘肃省,天水市,620000,620500,西部,西北侧,1254685.0,3619.0,11.5,422442.0,440775.0,63084.0,347.78,,346.69,18.0,7.46,9.51,45072.0,264828.0,51261.0,266.0,39.76,42.33,204.0,,51.0,,1438885.0,783962.0,16624.0,,1222.0,26.0,34000.0,5730.0,695.0,20.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2005,甘肃省,天水市,620000,620500,西部,西北侧,1461676.0,4189.0,12.5,484600.0,591500.0,59915.0,350.02,,349.04,17.0,6.0,9.93,50064.0,287807.0,60581.0,329.0,38.34,44.01,166.0,18894.0,102.0,,1674400.0,696800.0,16861.0,,1402.0,24.0,38000.0,5728.0,716.0,30.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2006,甘肃省,天水市,620000,620500,西部,西北侧,1663925.0,4738.0,10.7,639437.0,796970.0,99146.0,352.34,,351.39,18.0,6.16,11.34,61595.0,372261.0,80673.0,454.0,37.82,44.84,166.0,16874.0,154.0,,1979393.0,794031.0,21262.0,,1548.0,31.0,45700.0,5414.0,460.0,40.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2007,甘肃省,天水市,620000,620500,西部,西北侧,1962073.0,5550.0,11.8,740910.0,1118640.0,129314.0,354.76,,353.74,18.0,6.19,11.18,76459.0,493836.0,113705.0,4525.0,37.36,44.39,148.0,37181.0,205.0,,2208826.0,934284.0,25120.0,,1591.0,68.0,54800.0,5538.0,486.0,49.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2008,甘肃省,天水市,620000,620500,西部,西北侧,2265698.0,6626.0,11.0,894182.0,1432021.0,142563.0,357.21,,356.1,18.0,5.85,11.55,92916.0,758728.0,161312.0,5070.0,36.82,44.52,148.0,23622.0,263.0,,2833035.0,1062631.0,29327.0,,1638.0,89.0,48968.0,6035.0,516.0,67.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2009,甘肃省,天水市,620000,620500,西部,西北侧,2600022.0,7584.0,10.4,1096252.0,2028886.0,150620.0,359.69,,358.45,18.0,5.89,11.87,113718.0,993037.0,203530.0,6414.0,38.87,42.7,154.0,24804.0,1164.0,,3860747.0,1595420.0,32400.0,90.0,1877.0,107.0,59000.0,5404.0,529.0,47.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2010,甘肃省,天水市,620000,620500,西部,西北侧,3002285.0,8758.0,11.5,1255549.0,2455594.0,235128.0,366.73,,363.21,19.0,6.5,11.94,143893.0,1114669.0,206847.0,7033.0,37.73,42.23,170.0,37936.0,189.0,,4632535.0,2149973.0,29287.0,80.0,2712.0,97.0,131652.0,7412.0,475.0,65.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2011,甘肃省,天水市,620000,620500,西部,西北侧,3575508.0,10931.0,12.0,1500884.0,2921018.0,278806.0,369.6,,368.2,20.0,6.31,12.68,186329.0,1328374.0,259015.0,8940.0,39.76,41.49,115.0,25174.0,492.0,,5418284.0,2706810.0,34861.0,94.0,7032.0,193.0,106998.0,6877.0,631.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2012,甘肃省,天水市,620000,620500,西部,西北侧,4128747.0,12593.0,13.2,1742527.0,4165061.0,309352.0,375.7,,374.5,21.0,6.47,14.13,230548.0,1591448.0,348281.0,8346.0,39.38,41.64,121.0,34276.0,,,6552181.0,3296708.0,34588.0,92.0,5829.0,205.0,140000.0,9910.0,541.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2013,甘肃省,天水市,620000,620500,西部,西北侧,4543365.0,12019.0,10.04,2000421.0,4228833.0,390057.0,378.0,,376.9,23.0,7.13,15.36,276007.0,1738953.0,351984.0,12148.0,37.08,44.29,141.0,63517.0,,,7913516.0,3876825.0,41460.0,294.0,6223.0,231.0,160000.0,9419.0,500.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2014,甘肃省,天水市,620000,620500,西部,西北侧,5228228.0,15852.0,8.9,2242882.0,5377632.0,349947.0,364.5,,363.8,23.0,7.12,15.23,318260.0,1793196.0,390452.0,11075.0,35.55,47.15,151.0,76233.0,,,8973126.0,4737240.0,38047.0,104.0,4310.0,296.0,360000.0,6839.0,489.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2015,甘肃省,天水市,620000,620500,西部,西北侧,5537728.0,16743.0,9.2,2624183.0,6027908.0,359867.0,367.17,,365.83,23.0,6.94,15.38,366939.0,2239238.0,465357.0,10415.0,33.51,48.89,153.0,75693.0,,,10323960.0,6423446.0,37894.0,103.0,2840.0,262.0,530000.0,6715.0,495.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2016,甘肃省,天水市,620000,620500,西部,西北侧,5905136.0,17800.0,8.6,2886602.0,6711785.0,471219.0,371.0,,369.0,23.0,7.13,15.62,422152.0,2515359.0,525682.0,10766.0,32.17,50.83,162.0,97414.0,,,11557918.0,7486223.0,43608.0,,3194.0,284.0,780000.0,4959.0,330.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2017,甘肃省,天水市,620000,620500,西部,西北侧,5989529.0,17979.0,7.5,3131097.0,,641846.0,371.0,,371.0,23.0,7.06,15.78,446700.0,2789728.0,590652.0,12025.0,31.425,53.095,170.0,138390.0,,,12381690.0,8368333.0,37813.0,,3525.0,301.0,960000.0,4804.0,288.0,,34.0,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2018,甘肃省,天水市,620000,620500,西部,西北侧,6520542.0,19479.0,6.4,2698140.0,,1026818.0,372.0,,371.0,22.0,7.0,14.51,466327.0,2913421.0,616002.0,11027.0,30.68,55.36,177.0,106498.0,,246682.0,13356815.0,9577000.0,38820.0,,3568.0,345.0,800000.0,2657.0,328.0,,40.0,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2019,甘肃省,天水市,620000,620500,西部,西北侧,6330000.0,18819.0,6.7,2701144.0,,1566360.0,372.0,,372.0,24.0,7.83,16.06,503587.0,3114115.0,619524.0,11632.0,25.21,56.58,154.0,114478.0,,236388.0,14808600.0,10809189.0,40509.0,,3598.0,483.0,930000.0,2700.0,328.0,,33.5,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2020,甘肃省,天水市,620000,620500,西部,西北侧,6670000.0,22251.0,5.2,2709247.0,,,372.0,,,24.0,,,539127.0,3519293.0,645046.0,14015.0,24.27,56.84,163.0,200997.0,,240499.0,16120142.0,12435216.0,48379.0,,3065.0,410.0,1015000.0,1411.0,,,27.0,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
2021,甘肃省,天水市,620000,620500,西部,西北侧,7500000.0,25279.0,7.3,2962224.0,,,372.0,154.0,,23.0,,,578787.0,3360309.0,626214.0,13899.0,26.13,55.2,174.0,295594.0,,279400.0,17494427.0,13902702.0,51425.0,,2776.0,336.0,1100000.0,1788.0,,,25.0,0,0,0,0,0,0,1,2,2019,0,0,0,1,2,2014
