year,province,city,prov_code,city_code,region,hu_line,gdp,gdp_per_capita,gdp_growth,retail_sales,fixed_asset_inv,real_estate_inv,pop_hukou,pop_urban_hukou,pop_avg,employees,emp_secondary,emp_tertiary,fiscal_revenue,fiscal_exp,edu_exp,sci_exp,secondary_share,tertiary_share,industrial_firms,industrial_profit,fdi,exports,bank_deposits,bank_loans,uni_students,uni_students_per10k,highway_passenger,mobile_users,internet_users,so2_emission,wastewater,sewage_treatment_rate,pm25,lccp_treat,lccp_batch,lccp_first_year,sponge_treat,sponge_batch,sponge_first_year,cbec_treat,cbec_batch,cbec_first_year,ltci_treat,ltci_batch,ltci_first_year,smart_treat,smart_batch,smart_first_year
2012,安徽省,合肥市,340000,340100,中部,东南侧,41643400.0,55186.0,13.6,12936156.0,39780828.0,9138031.0,710.5,,708.3,116.0,64.46,50.97,3894991.0,5720987.0,996394.0,226720.0,55.32,39.17,2087.0,3585527.0,165645.0,,69138402.0,61360262.0,417207.0,587.0,31858.0,615.0,930000.0,45572.0,5971.0,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2013,安徽省,合肥市,340000,340100,中部,东南侧,46729100.0,65631.0,12.21,14808408.0,46854411.0,11058109.0,711.5,,711.0,144.0,88.67,55.73,4386226.0,6308509.0,1044694.0,260165.0,55.29,39.42,2334.0,4988691.0,191785.0,,82325791.0,70549939.0,443401.0,411.0,37147.0,703.0,1030000.0,41483.0,6018.0,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2014,安徽省,合肥市,340000,340100,中部,东南侧,51805600.0,67689.0,10.0,16667504.0,53026372.0,11273561.0,712.8,,712.2,145.0,87.83,57.1,5003420.0,6987901.0,1087882.0,290529.0,55.25,39.88,2306.0,4613509.0,218177.0,,91426847.0,81696401.0,497305.0,698.0,16841.0,782.0,1110000.0,42364.0,6920.0,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2015,安徽省,合肥市,340000,340100,中部,东南侧,56602700.0,73102.0,10.5,21836501.0,58519010.0,12591353.0,717.72,,715.26,144.0,85.14,58.66,5715440.0,7726647.0,1192865.0,372666.0,52.6,42.75,2474.0,5033556.0,250678.0,,109679060.0,96365681.0,527104.0,734.0,11211.0,822.0,1870000.0,40829.0,5335.0,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2016,安徽省,合肥市,340000,340100,中部,东南侧,62743777.0,80138.0,9.8,24456959.0,65011693.0,13525944.0,730.0,,724.0,148.0,85.99,61.92,6148493.0,8598503.0,1190748.0,1016998.0,50.7,44.99,2535.0,5404676.0,282976.0,,131509496.0,115506045.0,499515.0,,10127.0,799.0,2170000.0,9011.0,5130.0,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2017,安徽省,合肥市,340000,340100,中部,东南侧,70030500.0,88456.0,9.17,27285104.0,,15574051.0,743.0,,736.0,151.0,86.14,65.14,6559039.0,9653444.0,1418002.0,695921.0,48.44,47.635,2257.0,4947266.0,302037.0,,138817185.0,128654570.0,502943.0,,8284.0,877.0,2580000.0,9379.0,4389.0,,56.0,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2018,安徽省,合肥市,340000,340100,中部,东南侧,78229061.0,97470.0,8.54,29767420.0,,15271740.0,758.0,,750.0,183.0,113.03,70.19,7124862.0,10049099.0,1635053.0,919741.0,46.18,50.28,2287.0,3465052.0,323000.0,12034571.0,153384492.0,136466876.0,497131.0,,7434.0,1007.0,3150000.0,8763.0,,,50.0,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2019,安徽省,合肥市,340000,340100,中部,东南侧,94090000.0,115623.0,7.56,43782159.0,,15560807.0,770.0,,764.0,171.0,93.68,77.11,7459934.0,11226669.0,1940527.0,1303222.0,36.3,60.6,2045.0,3395829.0,339150.0,13924535.0,161538599.0,153073898.0,536242.0,,6652.0,1045.0,3480000.0,8267.0,,,44.0,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2020,安徽省,合肥市,340000,340100,中部,东南侧,100460000.0,108427.0,4.34,45137604.0,,,781.5,,,173.0,,,7629009.0,11643459.0,1975427.0,1633287.0,35.64,61.06,2150.0,4017656.0,,15807631.0,182967355.0,176786571.0,586170.0,,3354.0,1077.0,3915000.0,4742.0,,,36.0,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2021,安徽省,合肥市,340000,340100,中部,东南侧,114130000.0,121187.0,9.2,51116824.0,,,793.0,456.0,,166.0,,,8442188.0,12237236.0,2101977.0,1740822.0,36.55,60.38,2374.0,5860595.0,,20291749.0,202037490.0,199369693.0,651355.0,,2626.0,1109.0,4350000.0,4553.0,,,32.0,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2022,安徽省,合肥市,340000,340100,中部,东南侧,120130000.0,125798.0,3.5,50216208.0,,,800.0,471.0,,169.0,,,9092546.0,13801794.0,2363239.0,2456708.0,36.58,60.26,2544.0,4477878.0,,23018409.0,226302644.0,232070010.0,896076.0,,1010.0,1145.0,,3665.0,,,32.0,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2023,安徽省,合肥市,340000,340100,中部,东南侧,126740000.0,130074.0,5.75,52708287.0,,,,,,,,,9296276.0,14113371.0,2521680.0,2460306.0,36.63,60.4,,4734637.0,,23270735.0,249670014.0,274948278.0,862683.0,,,1183.0,,3814.0,,,34.0,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
1990,安徽省,芜湖市,340000,340200,中部,东南侧,318600.0,1584.0,,155735.0,44975.0,,202.1,,201.09,,31.87,23.21,59137.0,25674.0,,,49.027,27.276,,,130.0,,,,9565.0,,962.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
1991,安徽省,芜湖市,340000,340200,中部,东南侧,315200.0,1552.0,,168193.0,50099.0,,204.2,,203.1,,32.33,21.07,50291.0,28586.0,,,50.222,28.744,,,54.0,,,,9554.0,,896.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
1992,安徽省,芜湖市,340000,340200,中部,东南侧,460427.0,2394.0,,194823.0,77791.0,,206.12,,204.73,,33.23,24.85,56326.0,30419.0,6134.0,,48.838,29.943,,,489.0,,,,10898.0,,842.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
1993,安徽省,芜湖市,340000,340200,中部,东南侧,605654.0,3236.0,,223148.0,108889.0,,207.66,,206.35,,34.14,28.64,68826.0,34454.0,7079.0,,47.454,31.142,,,924.0,,,,12242.0,,788.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
1994,安徽省,芜湖市,340000,340200,中部,东南侧,750881.0,4078.0,,303582.0,127768.0,,209.28,,207.98,125.0,35.04,32.42,71372.0,48795.0,9435.0,,46.07,32.342,,,1359.0,,,,13573.0,,734.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
1995,安徽省,芜湖市,340000,340200,中部,东南侧,1008828.0,4920.0,23.9,390120.0,204729.0,35531.0,211.27,,209.61,128.0,35.48,32.55,73917.0,63136.0,11790.0,,49.3,33.0,,,5320.0,,,,13522.0,,681.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
1996,安徽省,芜湖市,340000,340200,中部,东南侧,1320637.0,5762.0,24.9,490600.0,326249.0,61871.0,212.59,,211.24,130.0,36.14,33.28,76463.0,77477.0,14146.0,,50.6,33.5,,,7063.0,,,,14122.0,,627.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
1997,安徽省,芜湖市,340000,340200,中部,东南侧,1649423.0,6604.0,20.58,580100.0,308164.0,61494.0,213.95,,212.86,136.0,38.38,35.81,79009.0,91818.0,16501.0,,52.47,34.04,,,4139.0,,,,14984.0,,573.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
1998,安徽省,芜湖市,340000,340200,中部,东南侧,1867609.0,7446.0,12.4,619712.0,389045.0,68869.0,215.1,,214.49,28.0,13.36,14.22,81554.0,106159.0,18857.0,,52.1,35.1,,,3545.0,,,,16132.0,,1050.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
1999,安徽省,芜湖市,340000,340200,中部,东南侧,1931721.0,8289.0,8.32,659995.0,460905.0,79116.0,216.4,,216.12,27.0,12.64,14.06,84100.0,120500.0,21213.0,,53.9,35.1,231.0,,8620.0,,,,19772.0,,1340.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2000,安徽省,芜湖市,340000,340200,中部,东南侧,2005754.0,9131.0,6.9,705900.0,500672.0,96274.0,218.47,,217.74,25.0,11.36,13.17,105200.0,146100.0,23568.0,,52.4,36.3,230.0,,4416.0,,,,26134.0,,1403.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2001,安徽省,芜湖市,340000,340200,中部,东南侧,2187703.0,9973.0,9.45,748211.0,610346.0,135856.0,220.26,,219.37,24.0,12.62,11.26,121900.0,153900.0,25924.0,,52.41,36.77,262.0,,4520.0,,,,34487.0,,1650.0,26.0,63028.0,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2002,安徽省,芜湖市,340000,340200,中部,东南侧,2455133.0,11109.0,12.0,801335.0,825953.0,172381.0,221.74,,220.76,24.0,14.26,9.76,144100.0,214600.0,28279.0,,54.57,35.78,308.0,,10596.0,,,,44176.0,,2059.0,31.0,104544.0,,,10.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2003,安徽省,芜湖市,340000,340200,中部,东南侧,2848538.0,12786.0,14.0,880026.0,1429283.0,259285.0,223.82,,222.14,25.0,16.15,8.29,173416.0,247201.0,30635.0,158.0,57.12,34.3,360.0,,21000.0,,2840110.0,2337067.0,65316.0,,2270.0,45.0,141240.0,20963.0,4355.0,10.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2004,安徽省,芜湖市,340000,340200,中部,东南侧,3450746.0,15392.0,14.6,1025363.0,1720059.0,289749.0,224.56,,223.52,21.0,12.01,8.99,207789.0,290537.0,50204.0,236.0,58.49,33.31,522.0,,21831.0,,3287868.0,3153705.0,82701.0,,2720.0,55.0,158380.0,24370.0,3418.0,9.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2005,安徽省,芜湖市,340000,340200,中部,东南侧,4006500.0,17750.0,13.1,1207362.0,2208970.0,437202.0,226.88,,224.91,21.0,11.81,9.01,278291.0,376598.0,56381.0,1660.0,53.2,39.3,552.0,184103.0,25718.0,,3823962.0,3433706.0,89928.0,,3783.0,62.0,199473.0,38576.0,3467.0,5.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2006,安徽省,芜湖市,340000,340200,中部,东南侧,4797190.0,21045.0,15.4,1397209.0,2866237.0,593420.0,229.03,,226.3,22.0,12.67,9.25,341489.0,520190.0,67427.0,2129.0,56.36,37.31,748.0,292679.0,34192.0,,4623119.0,3787432.0,110524.0,,4230.0,78.0,133210.0,38189.0,3509.0,8.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2007,安徽省,芜湖市,340000,340200,中部,东南侧,5823014.0,25933.0,16.6,1658338.0,4357781.0,888964.0,230.46,,227.68,24.0,14.9,8.81,439138.0,663393.0,91785.0,18770.0,57.03,37.21,874.0,486981.0,46284.0,,5740757.0,4524922.0,112400.0,,4800.0,82.0,177383.0,34100.0,5977.0,70.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2008,安徽省,芜湖市,340000,340200,中部,东南侧,7496460.0,32500.0,15.76,2031959.0,6149515.0,1502297.0,230.79,,229.06,24.0,13.91,10.0,543894.0,843060.0,110368.0,32736.0,60.61,34.13,1266.0,553693.0,57148.0,,7104242.0,5675513.0,119000.0,,5719.0,112.0,182989.0,45840.0,4785.0,70.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2009,安徽省,芜湖市,340000,340200,中部,东南侧,9019997.0,39142.0,15.36,2415072.0,9006875.0,2068717.0,230.1,,230.45,24.0,13.66,10.62,694123.0,1084741.0,135531.0,72630.0,62.64,32.72,1587.0,843987.0,65836.0,,9533974.0,8048337.0,124196.0,540.0,8000.0,132.0,245791.0,41203.0,4723.0,68.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2010,安徽省,芜湖市,340000,340200,中部,东南侧,11085924.0,48306.0,18.2,2874466.0,12200978.0,2911649.0,229.5,,229.8,27.0,15.56,11.11,948372.0,1444290.0,164502.0,100092.0,65.18,30.38,1786.0,1179838.0,74075.0,,12131742.0,10334486.0,134439.0,586.0,9322.0,167.0,252278.0,40765.0,4305.0,71.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2011,安徽省,芜湖市,340000,340200,中部,东南侧,16582420.0,43095.0,16.0,4210117.0,13542133.0,3072334.0,385.4,,384.8,33.0,17.86,15.08,1399704.0,2381774.0,356648.0,145933.0,65.89,27.66,1667.0,1760618.0,104077.0,,16549039.0,13959060.0,140677.0,365.0,11735.0,234.0,365499.0,36289.0,2691.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2012,安徽省,芜湖市,340000,340200,中部,东南侧,18736339.0,48742.0,13.8,4901992.0,17007935.0,3666748.0,383.4,,384.4,36.0,19.9,16.5,1789085.0,2951484.0,450780.0,203766.0,65.87,27.85,1793.0,2042430.0,133965.0,,18559566.0,16947781.0,147365.0,384.0,14659.0,269.0,440000.0,36789.0,3148.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2013,安徽省,芜湖市,340000,340200,中部,东南侧,20995271.0,54533.0,12.06,5599547.0,20406501.0,4461183.0,384.5,,384.0,42.0,24.17,17.99,2139917.0,3196317.0,507446.0,263329.0,66.12,27.75,1837.0,2760332.0,164131.0,,21283969.0,19055994.0,154451.0,181.0,16591.0,274.0,590000.0,38116.0,7365.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2014,安徽省,芜湖市,340000,340200,中部,东南侧,23095488.0,64039.0,10.7,6536172.0,23926406.0,4790128.0,384.5,,384.5,44.0,24.29,19.58,2335357.0,3469186.0,508965.0,342871.0,63.91,30.98,1973.0,3068278.0,200340.0,,22429978.0,21671404.0,126455.0,329.0,7439.0,306.0,630000.0,38706.0,3900.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2015,安徽省,芜湖市,340000,340200,中部,东南侧,24573234.0,67592.0,10.26,7330353.0,27091936.0,4528413.0,384.79,,384.65,44.0,24.3,20.13,2634682.0,3936758.0,577511.0,357319.0,57.19,37.92,2101.0,3367248.0,230062.0,,25486808.0,24915660.0,130181.0,338.0,4290.0,324.0,720000.0,38064.0,4933.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2016,安徽省,芜湖市,340000,340200,中部,东南侧,26994385.0,73715.0,9.7,8281706.0,30068978.0,4080965.0,388.0,,386.0,46.0,25.25,20.4,2987167.0,4094405.0,585118.0,517841.0,56.0,39.3,2089.0,3086914.0,251145.0,,28930433.0,28439658.0,165114.0,,3808.0,310.0,860000.0,31872.0,3302.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2017,安徽省,芜湖市,340000,340200,中部,东南侧,29632800.0,80458.0,9.02,9308637.0,,4573720.0,388.0,,388.0,45.0,23.8,20.91,3112297.0,4632994.0,731657.0,574155.0,54.09,41.535,1962.0,2937949.0,268730.0,,31950432.0,32020451.0,166698.0,,2781.0,348.0,920000.0,21245.0,3575.0,,49.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2018,安徽省,芜湖市,340000,340200,中部,东南侧,32785317.0,88085.0,8.35,10282625.0,,4932473.0,389.0,,388.0,53.0,30.9,22.01,3181152.0,4570422.0,743925.0,598199.0,52.18,43.77,1872.0,3490083.0,291642.0,2897596.0,36919928.0,34081009.0,133672.0,,2456.0,371.0,1240000.0,13128.0,3765.0,,49.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2019,安徽省,芜湖市,340000,340200,中部,东南侧,36180000.0,96154.0,8.24,15490036.0,,4842550.0,390.0,,389.0,46.0,24.04,22.08,3217921.0,5024765.0,780743.0,511512.0,48.56,47.4,1790.0,2869446.0,292000.0,3107857.0,41211501.0,37558065.0,140361.0,,2061.0,396.0,1350000.0,11929.0,3607.0,,44.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2020,安徽省,芜湖市,340000,340200,中部,东南侧,37530000.0,102964.0,3.8,15843479.0,,,389.0,,,50.0,,,3313709.0,4856366.0,814159.0,544930.0,47.62,48.07,1777.0,3635041.0,,3373973.0,46542561.0,40931559.0,192090.0,,1056.0,399.0,1465000.0,8412.0,,,35.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2021,安徽省,芜湖市,340000,340200,中部,东南侧,43030000.0,117526.0,11.6,19729503.0,,,388.0,205.0,,56.0,,,3611999.0,5034947.0,843638.0,701815.0,47.62,48.43,2067.0,4134220.0,,4898965.0,52059219.0,47041248.0,164849.0,,755.0,402.0,1580000.0,8806.0,,,34.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2022,安徽省,芜湖市,340000,340200,中部,东南侧,45020000.0,121630.0,4.14,19951164.0,,,387.0,205.0,,68.0,,,3886020.0,5828795.0,889423.0,730404.0,47.43,48.58,2264.0,4065740.0,,6322339.0,57893631.0,52780981.0,167405.0,,575.0,414.0,,7195.0,,,34.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
2023,安徽省,芜湖市,340000,340200,中部,东南侧,47410000.0,126648.0,5.7,20917683.0,,,,,,,,,4142847.0,6192234.0,955462.0,781803.0,46.01,50.13,,4489439.0,,10347306.0,66677546.0,60705281.0,157360.0,,,428.0,,7956.0,,,34.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,1,2013
1990,安徽省,蚌埠市,340000,340300,中部,东南侧,423200.0,1471.0,,193336.0,35823.0,,296.21,,287.69,,23.88,22.11,65130.0,27652.0,,,38.965,27.623,,,93.0,,,,4931.0,,1377.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1991,安徽省,蚌埠市,340000,340300,中部,东南侧,350100.0,1170.0,,197069.0,42961.0,,302.37,,299.29,,23.6,22.42,59063.0,36657.0,,,46.987,32.448,,,97.0,,,,4906.0,,1337.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1992,安徽省,蚌埠市,340000,340300,中部,东南侧,531820.0,1560.0,,219078.0,46590.0,,306.05,,303.24,,26.98,25.39,68175.0,33675.0,7370.0,,45.858,31.513,,,731.0,,,,5618.0,,1292.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1993,安徽省,蚌埠市,340000,340300,中部,东南侧,713541.0,1949.0,,214107.0,63469.0,,309.46,,307.19,,30.35,28.37,87270.0,30987.0,8187.0,,44.73,30.579,,,1366.0,,,,6331.0,,1246.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1994,安徽省,蚌埠市,340000,340300,中部,东南侧,895261.0,2339.0,,292922.0,92713.0,,312.39,,311.14,159.0,33.73,31.34,87975.0,43606.0,11772.0,,43.602,29.644,,,2000.0,,,,6455.0,,1201.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1995,安徽省,蚌埠市,340000,340300,中部,东南侧,1146066.0,2729.0,18.1,385606.0,144133.0,24721.0,315.49,,315.09,169.0,40.83,37.44,88680.0,56225.0,15358.0,,45.0,27.2,,,1233.0,,,,6259.0,,1156.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1996,安徽省,蚌埠市,340000,340300,中部,东南侧,1374934.0,3118.0,16.5,485190.0,175013.0,25561.0,319.63,,319.03,165.0,29.93,30.76,89385.0,68844.0,18944.0,,45.6,28.4,,,2171.0,,,,6973.0,,1110.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1997,安徽省,蚌埠市,340000,340300,中部,东南侧,1625911.0,3508.0,16.9,578115.0,194210.0,26407.0,323.27,,322.98,168.0,28.53,33.23,90090.0,81462.0,22529.0,,46.16,29.41,,,4109.0,,,,7949.0,,1065.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1998,安徽省,蚌埠市,340000,340300,中部,东南侧,1760829.0,3898.0,8.2,626433.0,211260.0,48199.0,326.54,,326.93,28.0,11.17,16.12,90795.0,94081.0,26114.0,,45.5,31.3,,,2030.0,,,,9001.0,,1360.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
1999,安徽省,蚌埠市,340000,340300,中部,东南侧,1802529.0,4287.0,3.17,664676.0,236795.0,57097.0,330.04,,330.88,26.0,10.04,15.57,91500.0,106700.0,29700.0,,43.6,32.7,192.0,,1207.0,,,,11032.0,,1681.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2000,安徽省,蚌埠市,340000,340300,中部,东南侧,1596623.0,4677.0,-12.7,707900.0,314128.0,47682.0,337.22,,334.83,25.0,9.41,15.45,91400.0,108400.0,33286.0,,39.2,35.4,176.0,,1317.0,,,,15040.0,,1825.0,,,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2001,安徽省,蚌埠市,340000,340300,中部,东南侧,1716516.0,5067.0,-1.1,760650.0,423552.0,60601.0,340.35,,338.78,24.0,8.62,14.81,103000.0,150100.0,36871.0,,39.72,36.68,181.0,,7468.0,,,,18711.0,,1943.0,23.0,55662.0,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2002,安徽省,蚌埠市,340000,340300,中部,东南侧,1901881.0,5564.0,10.5,819209.0,486282.0,80742.0,343.22,,341.37,22.0,8.51,13.27,102900.0,165300.0,40456.0,,40.26,36.4,207.0,,6054.0,,,,23879.0,,2010.0,32.0,86300.0,,,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2003,安徽省,蚌埠市,340000,340300,中部,东南侧,2081442.0,6269.0,6.3,886858.0,847217.0,135081.0,344.93,,343.96,22.0,8.06,12.93,105496.0,192535.0,44042.0,380.0,43.41,36.74,207.0,,8065.0,,2580051.0,1894869.0,27189.0,,1978.0,44.0,111900.0,15967.0,4639.0,0.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2004,安徽省,蚌埠市,340000,340300,中部,东南侧,2636600.0,7621.0,16.5,1015669.0,1028291.0,168960.0,346.97,,346.54,21.0,7.21,13.13,114994.0,203033.0,51146.0,450.0,41.29,33.81,202.0,,10022.0,,3004516.0,2203414.0,35964.0,,2262.0,53.0,115274.0,16358.0,4750.0,36.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2005,安徽省,蚌埠市,340000,340300,中部,东南侧,3113300.0,9465.0,10.0,1169022.0,1248018.0,212819.0,349.33,,349.13,18.0,5.92,11.61,128337.0,266527.0,52167.0,416.0,38.4,39.84,204.0,86289.0,11612.0,,3313900.0,2241065.0,37230.0,,2576.0,61.0,148900.0,17043.0,9004.0,53.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2006,安徽省,蚌埠市,340000,340300,中部,东南侧,3590200.0,10231.0,13.1,1337980.0,1407128.0,246518.0,352.47,,351.72,18.0,5.96,11.26,168330.0,416681.0,70928.0,599.0,39.32,39.7,244.0,100856.0,14311.0,,3678095.0,2449198.0,42086.0,,3112.0,80.0,113563.0,17708.0,8277.0,45.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2007,安徽省,蚌埠市,340000,340300,中部,东南侧,4096988.0,12818.0,13.5,1562442.0,1975978.0,336021.0,355.27,,354.3,18.0,5.74,11.72,226182.0,550000.0,91556.0,3494.0,39.14,40.75,347.0,134946.0,20158.0,,4102234.0,2727191.0,43560.0,,3818.0,105.0,141500.0,17135.0,7792.0,46.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2008,安徽省,蚌埠市,340000,340300,中部,东南侧,4863852.0,13632.0,11.0,1915515.0,2531565.0,405453.0,358.31,,356.89,18.0,6.11,11.7,275041.0,735994.0,121815.0,20023.0,39.62,39.8,443.0,179706.0,23201.0,,4824006.0,2969083.0,43710.0,,4520.0,110.0,167900.0,17614.0,6854.0,67.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2009,安徽省,蚌埠市,340000,340300,中部,东南侧,5320870.0,14803.0,12.17,2269774.0,3557120.0,373955.0,360.64,,359.48,17.0,5.74,11.46,317195.0,877276.0,134837.0,23764.0,44.44,35.94,600.0,302609.0,24069.0,,5777765.0,3356295.0,52048.0,144.0,9320.0,135.0,159600.0,17432.0,5975.0,80.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2010,安徽省,蚌埠市,340000,340300,中部,东南侧,6368877.0,17621.0,14.47,2698664.0,5287334.0,738400.0,362.23,,361.44,17.0,5.89,11.15,429009.0,1068407.0,170631.0,34633.0,47.25,33.91,864.0,455748.0,27262.0,,7076500.0,3869200.0,53896.0,149.0,11781.0,202.0,201593.0,17735.0,5742.0,86.0,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2011,安徽省,蚌埠市,340000,340300,中部,东南侧,7802393.0,24574.0,14.0,3192848.0,6509186.0,1025638.0,365.5,,363.8,20.0,8.51,11.61,613600.0,1412913.0,249785.0,45090.0,49.33,32.17,583.0,411420.0,50757.0,,8360832.0,4806935.0,51738.0,142.0,13508.0,181.0,803300.0,19004.0,4370.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2012,安徽省,蚌埠市,340000,340300,中部,东南侧,8902164.0,27999.0,13.05,3715134.0,8727863.0,1835403.0,367.8,,366.6,23.0,11.15,12.23,784157.0,1646697.0,293127.0,56770.0,50.0,32.16,685.0,617286.0,80919.0,,9758630.0,6317415.0,58711.0,160.0,15728.0,198.0,310000.0,18700.0,4144.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2013,安徽省,蚌埠市,340000,340300,中部,东南侧,10078541.0,27462.0,13.21,4248198.0,10608899.0,3253221.0,366.6,,367.2,26.0,12.07,13.89,928392.0,1914991.0,339008.0,72384.0,51.17,31.73,738.0,620634.0,101262.0,,12585817.0,8101820.0,63230.0,331.0,18032.0,228.0,370000.0,16970.0,4172.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2014,安徽省,蚌埠市,340000,340300,中部,东南侧,11511949.0,35542.0,10.1,5065648.0,12441839.0,4069641.0,371.1,,368.9,27.0,12.94,14.33,1053415.0,2085574.0,354791.0,76245.0,51.9,32.6,880.0,645110.0,125007.0,,14334560.0,6626216.0,61033.0,164.0,6614.0,244.0,410000.0,16407.0,3037.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2015,安徽省,蚌埠市,340000,340300,中部,东南侧,12530550.0,38267.0,10.21,5706475.0,10293725.0,4285989.0,376.35,,373.72,27.0,12.43,14.48,1196801.0,2447171.0,457466.0,112203.0,47.96,36.99,1056.0,723371.0,139197.0,,16165375.0,11915005.0,61617.0,164.0,3337.0,223.0,490000.0,15926.0,2474.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
2016,安徽省,蚌埠市,340000,340300,中部,东南侧,13858228.0,41855.0,9.4,6439881.0,16664290.0,3885755.0,380.0,,378.0,27.0,12.48,14.83,1338791.0,2680543.0,495467.0,133824.0,43.95,41.61,1162.0,826496.0,150383.0,,18551354.0,14001415.0,61292.0,,2978.0,258.0,590000.0,5662.0,1917.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,1,1,2013
