risk_metric_id,city_id,metric_year,period_end,geo_scope,metric_code,metric_name_cn,metric_value,unit,value_origin,calculation_id,data_status,source_doc_id,source_grade,note
RISK-CN-320100-2023-gov_fund_dependence,CN-320100,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320100-2023-tax_share,CN-320100,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320200-2023-statutory_debt_to_gdp,CN-320200,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,14.05,%,calculated,CAL-CN-320200-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320200-2023-statutory_debt_to_general_revenue,CN-320200,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,181.64,%,calculated,CAL-CN-320200-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320200-2023-debt_limit_utilization,CN-320200,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,99.27,%,calculated,CAL-CN-320200-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320200-2023-fiscal_self_sufficiency,CN-320200,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,85.99,%,calculated,CAL-CN-320200-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320200-2023-gov_fund_dependence,CN-320200,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320200-2023-tax_share,CN-320200,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320300-2023-statutory_debt_to_gdp,CN-320300,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,18.37,%,calculated,CAL-CN-320300-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320300-2023-statutory_debt_to_general_revenue,CN-320300,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,299.43,%,calculated,CAL-CN-320300-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320300-2023-debt_limit_utilization,CN-320300,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,96.87,%,calculated,CAL-CN-320300-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320300-2023-fiscal_self_sufficiency,CN-320300,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,51.66,%,calculated,CAL-CN-320300-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320300-2023-gov_fund_dependence,CN-320300,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320300-2023-tax_share,CN-320300,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320400-2023-statutory_debt_to_gdp,CN-320400,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,18.78,%,calculated,CAL-CN-320400-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320400-2023-statutory_debt_to_general_revenue,CN-320400,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,279.25,%,calculated,CAL-CN-320400-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320400-2023-debt_limit_utilization,CN-320400,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,98.80,%,calculated,CAL-CN-320400-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320400-2023-fiscal_self_sufficiency,CN-320400,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,79.59,%,calculated,CAL-CN-320400-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320400-2023-gov_fund_dependence,CN-320400,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320400-2023-tax_share,CN-320400,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320500-2023-statutory_debt_to_gdp,CN-320500,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,8.30,%,calculated,CAL-CN-320500-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320500-2023-statutory_debt_to_general_revenue,CN-320500,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,83.28,%,calculated,CAL-CN-320500-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320500-2023-debt_limit_utilization,CN-320500,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,92.92,%,calculated,CAL-CN-320500-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320500-2023-fiscal_self_sufficiency,CN-320500,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,93.73,%,calculated,CAL-CN-320500-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320500-2023-gov_fund_dependence,CN-320500,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320500-2023-tax_share,CN-320500,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320600-2023-statutory_debt_to_gdp,CN-320600,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,18.03,%,calculated,CAL-CN-320600-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320600-2023-statutory_debt_to_general_revenue,CN-320600,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,313.15,%,calculated,CAL-CN-320600-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320600-2023-debt_limit_utilization,CN-320600,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,96.97,%,calculated,CAL-CN-320600-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320600-2023-fiscal_self_sufficiency,CN-320600,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,57.60,%,calculated,CAL-CN-320600-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320600-2023-gov_fund_dependence,CN-320600,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320600-2023-tax_share,CN-320600,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320700-2023-statutory_debt_to_gdp,CN-320700,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,16.80,%,calculated,CAL-CN-320700-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320700-2023-statutory_debt_to_general_revenue,CN-320700,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,286.30,%,calculated,CAL-CN-320700-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320700-2023-debt_limit_utilization,CN-320700,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,97.80,%,calculated,CAL-CN-320700-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320700-2023-fiscal_self_sufficiency,CN-320700,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,44.55,%,calculated,CAL-CN-320700-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320700-2023-gov_fund_dependence,CN-320700,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320700-2023-tax_share,CN-320700,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320800-2023-statutory_debt_to_gdp,CN-320800,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,16.60,%,calculated,CAL-CN-320800-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320800-2023-statutory_debt_to_general_revenue,CN-320800,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,262.99,%,calculated,CAL-CN-320800-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320800-2023-debt_limit_utilization,CN-320800,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,95.49,%,calculated,CAL-CN-320800-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320800-2023-fiscal_self_sufficiency,CN-320800,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,44.14,%,calculated,CAL-CN-320800-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320800-2023-gov_fund_dependence,CN-320800,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320800-2023-tax_share,CN-320800,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320900-2023-statutory_debt_to_gdp,CN-320900,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,22.35,%,calculated,CAL-CN-320900-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320900-2023-statutory_debt_to_general_revenue,CN-320900,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,342.81,%,calculated,CAL-CN-320900-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320900-2023-debt_limit_utilization,CN-320900,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,95.61,%,calculated,CAL-CN-320900-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320900-2023-fiscal_self_sufficiency,CN-320900,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,39.30,%,calculated,CAL-CN-320900-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-320900-2023-gov_fund_dependence,CN-320900,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-320900-2023-tax_share,CN-320900,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-321000-2023-statutory_debt_to_gdp,CN-321000,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,16.39,%,calculated,CAL-CN-321000-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321000-2023-statutory_debt_to_general_revenue,CN-321000,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,350.09,%,calculated,CAL-CN-321000-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321000-2023-debt_limit_utilization,CN-321000,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,97.08,%,calculated,CAL-CN-321000-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321000-2023-fiscal_self_sufficiency,CN-321000,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,48.87,%,calculated,CAL-CN-321000-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321000-2023-gov_fund_dependence,CN-321000,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-321000-2023-tax_share,CN-321000,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-321100-2023-statutory_debt_to_gdp,CN-321100,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,46.72,%,calculated,CAL-CN-321100-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321100-2023-statutory_debt_to_general_revenue,CN-321100,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,766.76,%,calculated,CAL-CN-321100-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321100-2023-debt_limit_utilization,CN-321100,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,99.93,%,calculated,CAL-CN-321100-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321100-2023-fiscal_self_sufficiency,CN-321100,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,60.06,%,calculated,CAL-CN-321100-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321100-2023-gov_fund_dependence,CN-321100,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-321100-2023-tax_share,CN-321100,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-321200-2023-statutory_debt_to_gdp,CN-321200,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,15.90,%,calculated,CAL-CN-321200-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321200-2023-statutory_debt_to_general_revenue,CN-321200,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,243.51,%,calculated,CAL-CN-321200-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321200-2023-debt_limit_utilization,CN-321200,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,97.15,%,calculated,CAL-CN-321200-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321200-2023-fiscal_self_sufficiency,CN-321200,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,63.05,%,calculated,CAL-CN-321200-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321200-2023-gov_fund_dependence,CN-321200,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-321200-2023-tax_share,CN-321200,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-321300-2023-statutory_debt_to_gdp,CN-321300,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,22.03,%,calculated,CAL-CN-321300-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321300-2023-statutory_debt_to_general_revenue,CN-321300,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,320.81,%,calculated,CAL-CN-321300-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321300-2023-debt_limit_utilization,CN-321300,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,99.14,%,calculated,CAL-CN-321300-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321300-2023-fiscal_self_sufficiency,CN-321300,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,47.05,%,calculated,CAL-CN-321300-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,
RISK-CN-321300-2023-gov_fund_dependence,CN-321300,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-321300-2023-tax_share,CN-321300,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JIANGSU-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-330100-2023-statutory_debt_to_gdp,CN-330100,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,19.28,%,calculated,CAL-CN-330100-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-ZHEJIANG-GENERAL-2023,A1,
RISK-CN-330100-2023-statutory_debt_to_general_revenue,CN-330100,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,147.78,%,calculated,CAL-CN-330100-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-ZHEJIANG-GENERAL-2023,A1,
RISK-CN-330100-2023-debt_limit_utilization,CN-330100,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,99.99,%,calculated,CAL-CN-330100-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-ZHEJIANG-GENERAL-2023,A1,
RISK-CN-330100-2023-fiscal_self_sufficiency,CN-330100,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,99.26,%,calculated,CAL-CN-330100-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-ZHEJIANG-GENERAL-2023,A1,
RISK-CN-330100-2023-gov_fund_dependence,CN-330100,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-ZHEJIANG-GENERAL-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-330100-2023-tax_share,CN-330100,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-ZHEJIANG-GENERAL-2023,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-330200-2023-statutory_debt_to_gdp,CN-330200,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,19.75,%,calculated,CAL-CN-330200-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3302-2023,A2,
RISK-CN-330200-2023-statutory_debt_to_general_revenue,CN-330200,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,181.92,%,calculated,CAL-CN-330200-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3302-2023,A2,
RISK-CN-330200-2023-debt_limit_utilization,CN-330200,2023,2023-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,98.50,%,calculated,CAL-CN-330200-2023-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3302-2023,A2,
RISK-CN-330200-2023-fiscal_self_sufficiency,CN-330200,2023,2023-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,79.90,%,calculated,CAL-CN-330200-2023-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3302-2023,A2,
RISK-CN-330200-2023-gov_fund_dependence,CN-330200,2023,2023-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3302-2023,A2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-330200-2023-tax_share,CN-330200,2023,2023-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3302-2023,A2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-330300-2023-statutory_debt_to_gdp,CN-330300,2023,2023-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,35.22,%,calculated,CAL-CN-330300-2023-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-ZHEJIANG-GENERAL-2023,A1,
RISK-CN-330300-2023-statutory_debt_to_general_revenue,CN-330300,2023,2023-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,493.79,%,calculated,CAL-CN-330300-2023-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-ZHEJIANG-GENERAL-2023,A1,
